customer_id,churned,ltv_actual,monthly_charges,tenure_months,churn_probability,predicted_ltv,revenue_at_risk,risk_tier
CUST100050281,1,182.02,109.21,29,0.8685,151.76,131.8,critical
CUST100079221,0,973.55,68.82,69,0.0513,907.44,46.56,low
CUST100034521,0,1610.46,92.85,45,0.0462,1187.12,54.88,low
CUST100147621,1,98.4,151.09,15,0.9395,68.3,64.17,critical
CUST100036204,0,836.92,71.32,39,0.1698,534.92,90.8,low
CUST100048670,0,1230.36,94.51,26,0.0528,1122.51,59.25,low
CUST100091663,0,952.14,105.57,57,0.32,676.05,216.33,medium
CUST100031987,1,87.83,127.86,44,0.7776,253.35,197.01,high
CUST100158787,0,895.01,96.67,55,0.047,1266.4,59.54,low
CUST100078621,0,1232.65,81.97,45,0.0488,988.85,48.24,low
CUST100136668,1,132.77,87.95,57,0.7786,253.27,197.2,high
CUST100089559,0,279.19,117.56,34,0.712,310.62,221.17,high
CUST100091475,0,226.96,63.99,17,0.5827,153.93,89.69,medium
CUST100182160,0,1122.1,105.84,70,0.0483,1319.65,63.78,low
CUST100061380,0,1059.77,96.5,12,0.1377,697.19,96.0,low
CUST100084153,0,1272.17,124.94,26,0.1503,1060.22,159.38,low
CUST100154763,0,426.46,113.61,9,0.6353,353.18,224.37,high
CUST100129275,0,1035.01,87.51,65,0.0517,1179.01,60.92,low
CUST100068335,0,1147.91,100.58,20,0.0625,1091.57,68.2,low
CUST100072321,0,447.42,46.44,64,0.0464,543.67,25.24,low
CUST100006603,1,106.73,128.12,23,0.9298,67.6,62.85,critical
CUST100172557,1,93.57,114.06,25,0.8948,142.35,127.38,critical
CUST100168012,0,1585.8,102.23,39,0.0529,1191.09,62.98,low
CUST100171587,1,23.73,49.42,7,0.8922,52.95,47.24,critical
CUST100169108,1,170.9,107.04,38,0.4647,794.11,369.02,medium
CUST100081750,0,392.28,38.67,32,0.0512,442.62,22.68,low
CUST100086714,0,588.35,71.65,57,0.0532,845.15,44.98,low
CUST100129239,0,1489.47,111.39,19,0.0575,1266.34,72.79,low
CUST100044759,0,266.36,110.61,45,0.8551,127.55,109.06,critical
CUST100151038,0,260.43,37.15,36,0.4265,169.5,72.29,medium
CUST100159158,0,721.26,81.49,29,0.0657,913.35,59.97,low
CUST100079765,0,1320.37,93.11,47,0.0629,973.27,61.24,low
CUST100056482,1,135.22,92.13,69,0.0562,1159.05,65.09,low
CUST100127778,0,676.47,69.3,1,0.3876,364.55,141.29,medium
CUST100147355,1,126.99,118.62,14,0.8901,387.48,344.9,critical
CUST100080694,1,192.32,123.45,21,0.932,164.48,153.3,critical
CUST100088473,0,314.24,71.13,32,0.5357,222.95,119.44,medium
CUST100072202,0,1186.25,74.07,61,0.0528,924.01,48.79,low
CUST100055297,1,90.02,82.78,69,0.487,272.45,132.67,medium
CUST100141998,1,154.17,122.98,6,0.9341,144.52,134.99,critical
CUST100197398,0,732.73,92.32,49,0.1028,753.43,77.46,low
CUST100083964,1,58.54,107.28,1,0.9435,94.89,89.52,critical
CUST100149620,1,26.09,81.4,28,0.9401,56.38,53.0,critical
CUST100132820,1,139.45,121.35,16,0.9018,123.43,111.31,critical
CUST100090379,1,83.89,69.44,14,0.1947,506.64,98.63,low
CUST100012552,0,711.19,64.08,48,0.0631,720.58,45.49,low
CUST100133525,1,200.44,120.6,69,0.1335,851.83,113.75,low
CUST100188344,0,1070.2,107.84,10,0.3036,464.39,140.98,medium
CUST100134160,1,26.3,94.01,8,0.9146,73.35,67.09,critical
CUST100082436,1,149.62,101.7,38,0.9278,60.61,56.23,critical
CUST100044182,0,142.92,112.32,1,0.8922,98.4,87.8,critical
CUST100067459,0,1077.62,110.54,67,0.0808,1077.21,87.02,low
CUST100146088,1,24.86,99.45,57,0.8563,165.59,141.8,critical
CUST100001833,1,21.33,38.34,6,0.2105,298.05,62.75,low
CUST100076131,0,1063.33,79.42,62,0.0769,813.06,62.55,low
CUST100114237,1,138.75,109.02,43,0.7088,635.37,450.35,high
CUST100126327,1,165.41,132.59,42,0.9193,249.95,229.79,critical
CUST100162917,0,1331.25,106.07,15,0.1343,921.76,123.83,low
CUST100043332,0,1027.69,116.74,50,0.0959,1087.98,104.32,low
CUST100115728,1,183.29,124.11,4,0.9401,68.87,64.74,critical
CUST100062216,1,114.93,102.54,34,0.2787,586.25,163.37,low
CUST100133720,0,1074.46,102.64,41,0.0507,1243.99,63.03,low
CUST100055672,0,762.55,83.0,64,0.0482,1048.11,50.53,low
CUST100049551,0,622.51,113.08,12,0.4726,484.4,228.94,medium
CUST100142547,0,1668.82,110.65,35,0.0509,1361.9,69.29,low
CUST100184859,1,164.73,101.07,64,0.4559,528.25,240.85,medium
CUST100164884,0,1571.09,127.88,65,0.0552,1432.71,79.15,low
CUST100109895,1,126.9,87.37,23,0.564,281.25,158.63,medium
CUST100055727,0,716.63,89.18,40,0.0629,818.02,51.46,low
CUST100100985,0,775.02,69.42,55,0.047,877.53,41.21,low
CUST100192608,1,77.87,112.96,19,0.8311,152.21,126.51,high
CUST100097430,1,109.39,86.82,27,0.7782,148.13,115.27,high
CUST100092724,0,1979.09,117.33,70,0.0517,1399.85,72.34,low
CUST100192012,0,584.46,62.78,20,0.0616,729.03,44.93,low
CUST100020929,1,185.75,113.49,19,0.4881,452.29,220.75,medium
CUST100191609,1,156.39,126.09,4,0.9094,159.28,144.85,critical
CUST100060640,1,111.01,71.09,1,0.9424,87.35,82.32,critical
CUST100131462,0,1154.69,88.74,28,0.0489,1120.23,54.74,low
CUST100013199,0,467.76,47.52,29,0.0644,593.92,38.23,low
CUST100007518,1,59.76,104.91,18,0.9311,63.69,59.3,critical
CUST100015169,0,1183.38,99.83,40,0.1212,901.68,109.31,low
CUST100161648,1,132.1,86.64,6,0.8784,131.98,115.93,critical
CUST100092524,0,1067.62,91.36,27,0.0539,1076.31,58.01,low
CUST100165070,0,435.36,54.44,48,0.0912,548.82,50.03,low
CUST100149968,0,664.58,56.86,53,0.0517,734.43,37.96,low
CUST100168835,0,1513.68,103.83,60,0.0473,1335.51,63.22,low
CUST100091872,0,390.19,49.62,38,0.0739,447.6,33.08,low
CUST100020984,1,146.0,91.65,21,0.2422,546.98,132.45,low
CUST100127497,0,1344.02,112.4,45,0.0468,1433.3,67.07,low
CUST100077091,0,1843.8,114.41,47,0.07,1176.67,82.41,low
CUST100081387,0,751.08,81.39,60,0.0465,994.53,46.27,low
CUST100084907,0,682.28,98.27,1,0.1186,893.0,105.95,low
CUST100131793,0,1670.96,114.01,48,0.0494,1384.01,68.31,low
CUST100163057,0,918.8,104.66,12,0.0469,1375.36,64.56,low
CUST100086578,0,722.43,62.7,41,0.0505,806.77,40.73,low
CUST100160236,0,1046.61,98.67,23,0.3074,616.14,189.42,medium
CUST100099474,0,1956.91,114.0,62,0.0471,1490.56,70.13,low
CUST100187802,0,1821.02,113.34,65,0.0558,1298.64,72.43,low
CUST100154320,0,1184.28,73.27,50,0.0487,887.7,43.26,low
CUST100050999,0,716.68,96.09,58,0.0577,1120.46,64.66,low
CUST100147275,0,880.93,91.06,36,0.0485,1099.0,53.27,low
CUST100058076,0,481.91,64.51,3,0.3011,294.16,88.58,medium
CUST100131416,0,1109.3,106.15,1,0.1409,861.45,121.37,low
CUST100176327,0,672.71,92.64,60,0.2895,594.93,172.25,low
CUST100007626,1,48.23,92.33,16,0.0986,823.47,81.19,low
CUST100129887,0,1417.43,101.24,59,0.0461,1305.68,60.24,low
CUST100064974,1,90.93,102.2,45,0.5061,512.81,259.55,medium
CUST100033333,0,726.97,118.01,54,0.2516,855.09,215.16,low
CUST100184240,0,388.79,73.95,36,0.6692,221.51,148.23,high
CUST100049726,0,619.86,94.39,43,0.0946,901.9,85.34,low
CUST100049580,0,747.83,54.42,37,0.0967,536.62,51.89,low
CUST100067445,0,1279.67,98.41,67,0.0505,1279.76,64.58,low
CUST100005670,1,94.03,57.92,26,0.5698,181.27,103.28,medium
CUST100003882,1,25.22,26.31,42,0.7325,79.87,58.51,high
CUST100196118,1,50.04,98.48,31,0.7181,377.9,271.35,high
CUST100087967,1,61.67,50.57,18,0.9365,59.72,55.93,critical
CUST100091307,0,612.65,66.59,58,0.0508,876.28,44.54,low
CUST100070162,0,473.58,48.37,68,0.3407,203.7,69.41,medium
CUST100064367,1,50.92,32.18,26,0.0666,412.12,27.43,low
CUST100171272,1,58.75,76.75,52,0.7678,161.93,124.33,high
CUST100040776,1,30.53,33.57,63,0.6013,85.64,51.49,high
CUST100195575,0,939.49,70.49,65,0.054,850.48,45.96,low
CUST100181248,0,1058.37,98.48,42,0.059,1135.1,67.02,low
CUST100112109,1,19.51,28.02,47,0.0941,226.07,21.26,low
CUST100108883,1,97.71,89.08,22,0.9395,34.57,32.48,critical
CUST100078250,0,956.39,78.48,33,0.0495,1006.05,49.84,low
CUST100119807,0,1390.24,107.52,36,0.103,902.58,92.98,low
CUST100017639,0,1393.93,98.68,65,0.068,1180.53,80.26,low
CUST100167635,0,1706.05,101.57,71,0.0468,1297.65,60.75,low
CUST100072825,1,74.08,64.15,29,0.8597,83.75,72.0,critical
CUST100039665,1,147.22,103.13,46,0.892,155.65,138.83,critical
CUST100062607,1,21.4,94.27,25,0.9221,95.76,88.3,critical
CUST100198986,1,73.16,83.2,20,0.9444,64.75,61.15,critical
CUST100166559,0,1621.31,99.05,45,0.0589,1071.61,63.13,low
CUST100007560,1,67.86,65.28,48,0.8415,94.74,79.72,high
CUST100094132,0,241.4,40.09,19,0.4145,150.28,62.29,medium
CUST100154117,0,616.42,79.29,50,0.2613,580.55,151.72,low
CUST100106454,1,53.85,97.47,44,0.234,795.74,186.23,low
CUST100170301,1,51.43,41.93,24,0.9346,46.09,43.07,critical
CUST100115748,1,38.6,82.13,9,0.9447,69.58,65.73,critical
CUST100050319,1,167.32,107.76,59,0.3847,561.6,216.03,medium
CUST100026455,0,1112.41,93.83,40,0.2802,713.58,199.97,low
CUST100089199,1,166.93,105.4,1,0.8001,256.69,205.38,high
CUST100068310,1,105.39,81.9,8,0.931,76.23,70.97,critical
CUST100089943,1,54.75,94.65,11,0.932,88.36,82.35,critical
CUST100040869,0,769.16,76.33,28,0.1803,392.21,70.73,low
CUST100038262,0,858.5,61.34,45,0.0466,795.52,37.09,low
CUST100135251,1,53.48,84.77,2,0.8797,111.21,97.83,critical
CUST100022438,0,856.98,85.64,60,0.0491,1123.1,55.19,low
CUST100131662,1,65.85,99.48,24,0.8479,108.54,92.03,high
CUST100022518,0,956.35,110.39,4,0.0723,1058.17,76.52,low
CUST100159189,0,513.15,53.45,67,0.0473,706.68,33.46,low
CUST100174858,0,163.87,94.02,13,0.7691,166.35,127.94,high
CUST100096936,0,1852.49,111.33,65,0.0466,1486.73,69.24,low
CUST100096616,0,241.25,111.47,31,0.7728,254.24,196.48,high
CUST100149433,0,323.77,104.27,14,0.6366,236.92,150.83,high
CUST100159979,0,434.81,114.65,40,0.7265,508.01,369.07,high
CUST100064868,1,95.53,109.85,20,0.6,365.36,219.22,high
CUST100185776,0,1851.71,107.25,28,0.0511,1278.18,65.37,low
CUST100036066,0,1442.88,105.87,70,0.0472,1397.74,65.93,low
CUST100095140,1,89.48,123.94,46,0.2256,888.35,200.37,low
CUST100075424,0,1339.24,116.78,65,0.129,921.45,118.83,low
CUST100147876,0,1299.31,114.56,30,0.0514,1278.13,65.75,low
CUST100094165,1,126.53,131.01,1,0.9445,119.68,113.04,critical
CUST100085041,0,672.72,72.37,67,0.046,958.48,44.06,low
CUST100189962,0,1337.12,108.16,56,0.0549,1268.67,69.65,low
CUST100137198,1,19.67,80.42,30,0.7626,174.0,132.7,high
CUST100052545,1,64.16,92.62,24,0.3307,507.59,167.84,medium
CUST100146429,0,743.29,75.83,43,0.3632,417.59,151.67,medium
CUST100183599,0,631.29,79.07,49,0.0696,858.7,59.77,low
CUST100138155,1,71.77,108.47,12,0.8659,113.25,98.06,critical
CUST100193288,0,1476.41,105.36,32,0.1032,1035.41,106.89,low
CUST100001427,0,1312.86,84.24,65,0.0475,1130.02,53.65,low
CUST100184263,1,183.99,148.14,26,0.9424,45.21,42.61,critical
CUST100178214,1,35.4,90.54,9,0.2161,545.46,117.88,low
CUST100101981,1,208.64,126.52,6,0.9401,78.68,73.97,critical
CUST100164939,0,1383.91,103.84,58,0.0461,1365.66,62.93,low
CUST100016073,1,93.5,102.16,31,0.1423,876.49,124.74,low
CUST100067532,0,1452.31,140.08,69,0.1314,1054.55,138.55,low
CUST100190751,0,1112.77,88.63,16,0.0489,1101.55,53.83,low
CUST100020440,0,1166.15,80.23,31,0.0535,988.6,52.92,low
CUST100120839,1,47.23,81.13,25,0.8157,94.13,76.78,high
CUST100069526,0,1576.38,104.86,9,0.076,1093.96,83.1,low
CUST100146971,1,137.25,110.61,22,0.8427,137.82,116.14,high
CUST100076415,1,99.11,96.53,10,0.8721,101.56,88.57,critical
CUST100054276,1,40.89,103.4,36,0.1599,1007.82,161.16,low
CUST100136872,0,836.96,125.3,60,0.4441,833.11,369.99,medium
CUST100038938,0,304.32,43.39,7,0.3733,217.38,81.15,medium
CUST100132250,0,1490.23,86.5,46,0.0467,1076.52,50.29,low
CUST100124662,0,703.01,80.76,46,0.0497,989.38,49.14,low
CUST100194503,0,241.81,31.29,14,0.059,385.41,22.73,low
CUST100126744,1,86.8,66.09,22,0.4035,275.58,111.21,medium
CUST100132673,0,462.5,37.15,23,0.0918,293.86,26.96,low
CUST100006547,1,105.25,89.51,52,0.9269,74.56,69.11,critical
CUST100066168,0,935.8,110.09,70,0.1904,787.55,149.97,low
CUST100171409,0,730.08,44.5,56,0.0474,573.29,27.16,low
CUST100163248,0,938.87,83.37,42,0.0569,1015.91,57.8,low
CUST100145524,0,535.36,67.54,31,0.0615,714.4,43.91,low
CUST100085039,0,777.32,100.25,1,0.5034,464.28,233.71,medium
CUST100033051,0,692.3,91.69,37,0.0796,903.53,71.94,low
CUST100003125,0,1254.89,91.9,65,0.0529,1123.52,59.46,low
CUST100008472,1,83.84,110.8,36,0.3451,869.03,299.91,medium
CUST100111506,1,28.76,102.42,34,0.4056,588.53,238.7,medium
CUST100125689,1,143.17,150.47,29,0.8936,232.74,207.98,critical
CUST100069243,0,640.23,76.15,40,0.0643,897.2,57.66,low
CUST100063639,0,831.69,91.77,29,0.0841,965.39,81.24,low
CUST100082464,0,621.58,36.19,70,0.0462,464.2,21.43,low
CUST100148219,0,1111.43,97.89,63,0.0461,1246.14,57.4,low
CUST100101598,0,1242.05,118.41,58,0.0543,1288.59,69.96,low
CUST100008841,0,1518.26,113.22,22,0.0476,1466.92,69.79,low
CUST100084706,1,112.78,86.15,27,0.9415,95.61,90.02,critical
CUST100060170,0,1003.39,100.4,48,0.0464,1300.53,60.31,low
CUST100118758,0,1263.18,115.28,1,0.0533,1280.57,68.28,low
CUST100122306,0,930.8,68.39,66,0.0484,871.15,42.13,low
CUST100149819,0,1023.09,113.71,18,0.1129,871.18,98.34,low
CUST100013709,0,566.09,68.61,11,0.0732,750.47,54.91,low
CUST100094781,0,698.44,70.17,13,0.0565,793.02,44.85,low
CUST100095289,0,157.42,44.45,5,0.7613,85.83,65.35,high
CUST100140446,1,40.99,119.52,41,0.9439,50.45,47.62,critical
CUST100036123,0,724.95,66.76,1,0.0531,815.6,43.27,low
CUST100094310,0,1246.46,95.7,7,0.0561,1132.62,63.57,low
CUST100113282,0,628.7,74.52,70,0.0464,921.92,42.81,low
CUST100157392,0,1329.08,101.64,46,0.054,1309.37,70.66,low
CUST100102582,0,450.1,42.58,32,0.0485,529.23,25.69,low
CUST100133414,0,510.84,53.1,37,0.2769,424.24,117.46,low
CUST100131265,1,160.42,119.67,22,0.5742,611.34,351.02,medium
CUST100094920,1,92.05,86.06,28,0.2375,346.27,82.23,low
CUST100172368,0,791.51,67.82,69,0.0531,815.06,43.26,low
CUST100023023,0,660.94,118.61,72,0.3849,621.91,239.4,medium
CUST100113597,0,1145.97,86.37,66,0.049,1077.59,52.78,low
CUST100169820,1,73.28,100.4,26,0.1193,863.05,102.98,low
CUST100070053,0,1029.5,90.35,66,0.0464,1160.79,53.83,low
CUST100087126,0,462.61,28.47,20,0.0679,430.39,29.21,low
CUST100110585,0,478.09,69.59,36,0.0907,586.15,53.14,low
CUST100136737,0,26.17,133.61,25,0.9316,71.46,66.57,critical
CUST100041085,0,1871.64,120.67,64,0.0492,1547.27,76.07,low
CUST100137269,1,83.19,82.2,46,0.9029,39.27,35.45,critical
CUST100139076,0,1199.42,72.14,56,0.0462,926.52,42.84,low
CUST100086167,0,1015.1,108.98,66,0.1051,952.57,100.1,low
CUST100181104,0,589.04,141.96,32,0.2389,966.91,230.99,low
CUST100183693,1,34.98,93.3,45,0.0629,969.65,61.0,low
CUST100145570,0,1299.84,101.59,15,0.0985,958.46,94.37,low
CUST100142372,0,956.23,103.31,50,0.1835,670.1,122.95,low
CUST100012358,0,895.71,51.43,72,0.0461,691.1,31.89,low
CUST100030248,0,622.74,54.02,42,0.0512,670.59,34.34,low
CUST100032432,0,591.3,66.05,58,0.0573,787.56,45.12,low
CUST100002413,0,882.12,67.03,44,0.1005,641.78,64.51,low
CUST100169443,0,992.45,72.69,67,0.0475,1035.11,49.22,low
CUST100002424,0,1808.78,136.65,26,0.0556,1552.06,86.26,low
CUST100134841,1,52.54,105.52,68,0.4273,607.21,259.48,medium
CUST100181260,0,1544.23,111.69,27,0.0747,1081.21,80.73,low
CUST100058939,0,696.21,73.29,18,0.0733,784.79,57.51,low
CUST100038413,1,84.41,92.62,1,0.4993,704.6,351.84,medium
CUST100057753,1,30.06,66.4,43,0.5361,167.38,89.73,medium
CUST100008265,1,150.59,102.53,31,0.9442,62.29,58.81,critical
CUST100103520,1,169.64,107.29,19,0.7555,230.23,173.94,high
CUST100199176,1,53.66,119.5,28,0.9395,69.59,65.38,critical
CUST100199119,0,1252.93,102.14,54,0.0601,1087.95,65.43,low
CUST100129216,0,457.04,66.42,35,0.0995,593.55,59.06,low
CUST100068478,0,904.94,121.65,67,0.2072,909.78,188.55,low
CUST100167447,0,575.56,56.45,28,0.051,699.51,35.68,low
CUST100003537,0,1178.72,81.47,10,0.0574,989.12,56.81,low
CUST100146997,0,561.16,89.02,32,0.6077,434.53,264.06,high
CUST100100950,0,1206.56,80.4,36,0.064,918.25,58.74,low
CUST100154330,1,62.24,109.34,12,0.9388,62.59,58.76,critical
CUST100178867,0,518.08,85.81,39,0.1607,762.93,122.63,low
CUST100136515,0,797.04,74.32,69,0.053,889.62,47.16,low
CUST100167986,0,502.87,73.35,33,0.1394,469.67,65.47,low
CUST100042008,1,72.67,116.49,47,0.5898,467.67,275.85,medium
CUST100194551,0,512.0,110.73,50,0.3855,617.91,238.23,medium
CUST100025365,0,915.13,91.42,3,0.291,678.36,197.4,low
CUST100071742,0,1155.45,113.85,53,0.0461,1464.79,67.58,low
CUST100155195,0,1266.97,97.65,65,0.0462,1278.1,59.06,low
CUST100084511,0,1757.75,123.03,64,0.0518,1528.28,79.19,low
CUST100175190,0,418.1,46.57,42,0.065,500.7,32.55,low
CUST100006025,0,814.33,72.76,55,0.0774,816.14,63.16,low
CUST100173277,0,658.74,121.5,33,0.5554,613.04,340.5,medium
CUST100166092,0,408.57,23.85,63,0.0504,368.25,18.55,low
CUST100153644,1,132.06,87.24,63,0.1237,651.54,80.61,low
CUST100063331,1,50.99,42.95,25,0.9266,44.71,41.43,critical
CUST100068330,0,850.57,97.31,63,0.1757,784.19,137.77,low
CUST100090299,1,79.89,124.73,12,0.9264,76.02,70.42,critical
CUST100175581,1,88.03,53.06,9,0.9229,18.56,17.13,critical
CUST100183847,0,911.8,84.76,57,0.0489,1016.32,49.75,low
CUST100155097,1,105.3,114.77,36,0.9337,86.52,80.79,critical
CUST100047747,0,995.5,79.98,15,0.0477,1050.81,50.11,low
CUST100120553,0,1426.18,82.37,13,0.0473,1096.86,51.84,low
CUST100114053,1,149.78,110.88,16,0.132,819.99,108.28,low
CUST100047964,0,1164.89,105.82,43,0.058,1192.19,69.17,low
CUST100117737,0,1097.07,97.99,33,0.0865,1051.13,90.95,low
CUST100128887,0,1387.14,83.72,67,0.0501,970.35,48.6,low
CUST100054672,0,311.67,96.32,21,0.6012,279.99,168.34,high
CUST100127313,0,763.97,62.89,53,0.0469,822.57,38.54,low
CUST100140593,0,345.75,94.92,12,0.5694,312.29,177.8,medium
CUST100102247,0,792.13,57.91,69,0.046,687.23,31.58,low
CUST100081328,0,1203.22,111.74,71,0.0498,1364.2,68.0,low
CUST100117566,0,563.31,51.07,66,0.0488,641.46,31.29,low
CUST100058201,0,777.42,90.64,53,0.0533,1142.71,60.86,low
CUST100112563,0,941.24,111.33,43,0.3522,531.81,187.3,medium
CUST100128328,0,443.03,58.59,50,0.0567,741.74,42.03,low
CUST100056105,0,84.4,31.12,8,0.7577,110.73,83.9,high
CUST100108285,1,13.84,28.39,10,0.9199,7.52,6.92,critical
CUST100057522,1,140.28,97.0,27,0.449,497.48,223.36,medium
CUST100103101,1,145.81,106.98,7,0.9461,62.2,58.85,critical
CUST100113046,0,1713.0,120.89,53,0.0473,1504.97,71.11,low
CUST100005395,1,97.24,89.39,3,0.7854,425.44,334.13,high
CUST100049129,0,559.79,32.81,48,0.0505,432.21,21.82,low
CUST100160701,0,625.1,58.29,16,0.1442,585.21,84.36,low
CUST100020626,0,815.65,67.17,39,0.0466,842.84,39.27,low
CUST100138870,0,817.18,94.12,54,0.0489,1129.03,55.21,low
CUST100136587,0,1041.02,103.76,33,0.3893,389.33,151.57,medium
CUST100014457,0,684.05,85.23,14,0.0992,638.99,63.36,low
CUST100138137,0,1109.58,72.35,36,0.0807,819.16,66.09,low
CUST100015482,0,1362.24,89.65,57,0.0503,1061.67,53.44,low
CUST100101252,1,113.69,121.36,39,0.3822,819.57,313.23,medium
CUST100032448,0,795.05,55.8,40,0.0523,737.09,38.57,low
CUST100078563,0,735.81,115.9,50,0.3949,498.41,196.82,medium
CUST100190650,1,106.71,85.41,35,0.7174,301.55,216.34,high
CUST100053048,0,1139.06,67.2,61,0.046,908.23,41.81,low
CUST100134663,1,53.95,121.37,71,0.5474,394.45,215.91,medium
CUST100187508,1,53.25,42.65,10,0.9222,116.62,107.54,critical
CUST100076911,1,90.82,67.72,16,0.3618,313.74,113.52,medium
CUST100113202,1,173.8,112.05,8,0.9427,95.05,89.61,critical
CUST100195635,1,74.61,82.82,3,0.5835,252.18,147.14,medium
CUST100125831,1,130.49,80.25,5,0.9112,100.49,91.57,critical
CUST100071419,1,120.51,107.31,26,0.9231,117.63,108.58,critical
CUST100153751,1,32.71,91.51,65,0.3234,686.53,222.06,medium
CUST100064036,0,1543.15,102.52,29,0.0488,1306.32,63.7,low
CUST100130918,1,115.6,96.32,39,0.9362,59.47,55.68,critical
CUST100111141,1,97.29,82.06,27,0.6999,133.07,93.13,high
CUST100161691,0,871.42,96.26,46,0.0798,879.69,70.17,low
CUST100080352,1,150.77,116.58,3,0.8274,220.91,182.79,high
CUST100185366,1,20.2,51.43,9,0.484,344.86,166.9,medium
CUST100192647,0,1237.83,102.82,54,0.1772,856.2,151.72,low
CUST100008777,0,1943.75,125.12,52,0.0493,1537.37,75.8,low
CUST100045097,0,1338.13,87.79,63,0.05,1090.58,54.48,low
CUST100076362,0,1658.97,107.05,43,0.0571,1218.14,69.52,low
CUST100123306,0,483.02,49.99,26,0.0602,557.64,33.56,low
CUST100072928,0,187.56,51.94,3,0.5926,126.06,74.71,medium
CUST100199877,1,39.84,110.57,10,0.7965,292.65,233.09,high
CUST100143096,1,69.02,66.58,12,0.9276,63.69,59.08,critical
CUST100094090,1,14.88,62.54,6,0.8682,91.18,79.16,critical
CUST100047280,0,589.28,73.29,68,0.0573,848.63,48.59,low
CUST100142305,0,890.53,94.05,45,0.0631,1129.33,71.31,low
CUST100080448,0,700.65,72.95,51,0.0525,868.09,45.6,low
CUST100111037,0,898.69,89.78,11,0.1043,875.83,91.31,low
CUST100005565,0,346.09,41.99,46,0.2308,313.83,72.44,low
CUST100062107,0,1101.17,79.21,20,0.0881,752.74,66.32,low
CUST100164712,1,36.69,89.61,1,0.9432,79.22,74.72,critical
CUST100092650,1,29.09,73.96,2,0.9148,63.5,58.09,critical
CUST100171905,1,106.07,97.79,28,0.8718,162.86,141.99,critical
CUST100043293,0,1703.34,109.56,61,0.0785,1104.04,86.65,low
CUST100131946,0,1378.67,110.68,43,0.0468,1486.36,69.5,low
CUST100005494,0,1509.67,115.45,56,0.0462,1495.5,69.03,low
CUST100086893,1,67.91,66.0,11,0.8587,83.44,71.65,critical
CUST100000749,0,1160.71,90.0,12,0.0892,933.1,83.28,low
CUST100045779,0,1530.23,109.98,24,0.0682,1190.19,81.18,low
CUST100038395,0,1463.63,106.2,44,0.2053,954.47,195.98,low
CUST100112591,0,610.95,89.22,66,0.1809,511.9,92.61,low
CUST100134557,0,602.91,56.42,69,0.0516,695.82,35.93,low
CUST100021234,0,477.15,101.99,14,0.6986,360.23,251.66,high
CUST100196277,0,1526.49,96.87,60,0.0716,975.15,69.85,low
CUST100135068,0,928.26,78.28,67,0.0497,953.73,47.43,low
CUST100190647,1,34.75,61.41,25,0.8378,64.92,54.39,high
CUST100158748,0,804.46,53.59,56,0.0462,701.79,32.44,low
CUST100062234,0,1048.8,99.64,67,0.0522,1287.33,67.21,low
CUST100056466,0,1287.42,100.19,14,0.0927,832.04,77.16,low
CUST100072384,1,135.6,106.5,23,0.8913,121.9,108.65,critical
CUST100041524,1,50.16,85.37,11,0.5576,197.89,110.34,medium
CUST100162941,0,1034.71,89.99,67,0.0517,1111.18,57.43,low
CUST100043611,0,1017.09,78.5,54,0.0781,783.0,61.14,low
CUST100162231,1,72.59,101.25,3,0.9419,95.97,90.4,critical
CUST100161985,0,656.03,75.0,31,0.0489,937.39,45.84,low
CUST100188287,1,153.45,101.58,38,0.9401,42.35,39.82,critical
CUST100039354,1,186.58,120.51,33,0.9404,56.92,53.53,critical
CUST100015212,0,1060.59,124.86,50,0.2911,707.09,205.8,low
CUST100174517,1,120.03,96.8,63,0.2819,650.67,183.42,low
CUST100011821,0,1256.96,79.35,70,0.0464,1008.2,46.82,low
CUST100005123,0,963.12,61.95,49,0.0567,807.33,45.78,low
CUST100031740,0,1740.63,116.46,26,0.067,1333.4,89.39,low
CUST100140368,1,179.44,111.01,16,0.9337,121.95,113.87,critical
CUST100155596,1,158.82,95.94,44,0.3694,398.27,147.11,medium
CUST100003669,1,84.97,113.53,16,0.8766,69.64,61.05,critical
CUST100159403,0,927.34,57.97,4,0.0526,694.02,36.51,low
CUST100147412,0,147.84,39.63,13,0.4518,89.44,40.41,medium
CUST100193939,0,526.01,64.77,65,0.0476,801.37,38.12,low
CUST100104397,0,816.32,106.77,48,0.0474,1365.41,64.78,low
CUST100024422,1,46.42,50.28,33,0.7603,96.35,73.26,high
CUST100099469,1,76.56,67.49,43,0.6048,235.14,142.2,high
CUST100030419,0,1509.96,105.91,55,0.0613,1241.94,76.11,low
CUST100085243,0,1147.16,83.05,69,0.0468,1072.21,50.2,low
CUST100154913,0,1667.42,110.51,71,0.0572,1262.4,72.26,low
CUST100054970,1,16.19,61.42,14,0.2837,465.17,131.97,low
CUST100020488,1,57.61,96.01,15,0.941,33.18,31.22,critical
CUST100094728,1,112.61,89.43,6,0.7804,146.33,114.19,high
CUST100038498,0,842.35,84.31,2,0.2132,595.78,127.03,low
CUST100110637,1,99.28,95.74,28,0.6128,254.83,156.15,high
CUST100059639,0,1735.72,110.02,59,0.1058,905.2,95.8,low
CUST100035932,0,1049.19,98.32,61,0.049,1214.71,59.53,low
CUST100108732,1,24.05,92.58,53,0.131,796.3,104.31,low
CUST100110921,0,876.42,67.28,28,0.2002,423.27,84.73,low
